471	UK
472	USA
473	USA
474	USA
475	Ireland
476	USA
477	USA
478	USA
479	USA
480	USA
481	USA
482	France
483	USA
484	USA
485	USA
486	USA
487	USA
488	USA
489	France
490	Canada
491	USA
492	USA
493	USA
494	USA
495	Japan
496	USA
497	UK
498	USA
499	USA
500	USA
501	UK
502	USA
503	USA
504	USA
505	USA
506	UK
507	USA
508	USA
509	Australia
510	USA
511	USA
512	USA
513	USA
514	USA
515	UK
516	USA
517	USA
518	USA
519	USA
520	France
521	UK
522	Australia
523	USA
524	USA
525	USA
526	France
527	USA
528	USA
529	USA
530	USA
531	USA
532	USA
533	Japan
534	UK
535	USA
536	USA
537	Japan
538	USA
539	USA
540	USA
541	USA
542	USA
543	USA
544	USA
545	Italy
546	UK
547	USA
548	USA
549	Portugal
550	USA
551	USA
552	Austria
553	USA
554	USA
555	USA
556	UK
558	USA
559	France
560	USA
561	USA
562	USA
563	Belgium
564	South Korea
565	Mexico
566	USA
567	Spain
568	UK
569	USA
570	Denmark
571	UK
572	Netherlands
573	Italy
574	USA
575	USA
577	USA
579	Italy
580	UK
581	France
582	France
583	Italy
585	USA
586	USA
587	USA
588	USA
589	USA
590	USA
591	USA
592	USA
593	USA
594	USA
595	USA
596	USA
597	USA
598	Russia
599	USA
600	USA
602	USA
603	USA
605	USA
606	USA
608	USA
609	USA
610	Canada
611	USA
612	USA
613	UK
614	USA
615	Italy
616	USA
617	Spain
618	Spain
619	USA
620	Germany
621	France
623	USA
624	Finland
625	Tunisia
626	USA
627	USA
628	USA
629	UK
630	USA
631	USA
632	UK
633	USA
634	USA
635	USA
636	Sweden
637	USA
638	France
639	USA
640	USA
641	France
643	Germany
645	France
647	USA
648	Germany
649	USA
650	USA
651	Germany
652	South Korea
653	USA
655	Germany
656	USA
658	Australia
659	France
660	USA
661	UK
662	USA
663	Canada
664	USA
665	France
666	Sweden
667	USA
668	India
670	India
671	USA
673	USA
674	France
678	USA
679	Ireland
680	France
681	France
682	Brazil
683	France
685	USA
687	Australia
688	USA
690	Germany
691	USA
692	Mexico
693	Israel
694	USA
695	USA
696	UK
697	USA
698	USA
700	USA
701	Belgium
702	USA
703	UK
704	USA
705	Italy
706	USA
707	USA
708	USA
709	USA
710	USA
711	USA
712	France
713	Argentina
714	USA
715	France
716	USA
717	Spain
718	France
719	USA
720	UK
722	USA
724	USA
725	USA
726	USA
727	USA
728	UK
729	UK
730	USA
731	USA
733	USA
734	UK
735	Italy
736	USA
737	USA
738	France
741	Japan
742	USA
743	USA
744	UK
745	UK
746	USA
747	UK
748	USA
750	UK
751	Canada
753	UK
754	Canada
755	USA
756	UK
757	Hong Kong
759	USA
760	Germany
761	USA
762	USA
763	Denmark
764	USA
765	USA
766	UK
767	USA
769	UK
771	France
774	Burkina Faso
775	France
778	UK
779	USA
780	USA
781	Italy
782	USA
783	USA
784	USA
785	USA
786	USA
787	USA
788	USA
789	Argentina
791	USA
792	Hungary
793	France
795	USA
796	USA
798	USA
799	New Zealand
800	USA
801	USA
802	USA
803	UK
804	USA
805	USA
806	UK
807	France
808	Canada
809	USA
810	USA
813	USA
814	USA
815	USA
818	USA
820	France
821	USA
823	France
824	West Germany
827	Portugal
828	UK
829	USA
830	USA
831	UK
832	USA
833	USA
834	USA
835	USA
836	USA
837	USA
838	UK
839	USA
840	USA
841	France
842	USA
844	China
845	Hong Kong
846	USA
847	USA
848	USA
849	USA
850	Vietnam
851	USA
852	USA
853	Australia
858	USA
860	Germany
861	Hong Kong
862	USA
864	USA
865	UK
866	USA
867	USA
868	Australia
869	France
870	USA
872	Taiwan
875	USA
876	Hong Kong
877	USA
879	USA
880	USA
881	USA
882	USA
884	USA
885	USA
886	USA
887	USA
888	USA
889	Germany
891	USA
892	UK
893	USA
896	France
897	USA
898	USA
899	USA
900	USA
901	USA
902	USA
903	USA
904	USA
905	USA
906	USA
907	USA
908	USA
909	USA
910	USA
911	USA
912	USA
913	USA
914	USA
915	USA
916	USA
917	USA
918	USA
919	USA
920	USA
921	USA
922	USA
923	USA
924	UK
925	USA
926	USA
927	USA
928	USA
929	USA
930	USA
931	USA
932	USA
933	USA
934	USA
935	USA
936	USA
937	USA
938	USA
939	USA
940	USA
941	USA
942	USA
943	USA
944	USA
945	USA
946	USA
947	USA
948	USA
949	USA
950	USA
951	USA
952	USA
953	USA
954	USA
955	USA
956	USA
957	USA
958	USA
959	USA
960	USA
961	USA
963	USA
964	USA
965	UK
966	USA
967	UK
968	USA
969	UK
970	UK
971	USA
972	USA
973	USA
974	Italy
976	USA
980	Hong Kong
981	USA
982	USA
983	UK
984	France
985	USA
986	USA
987	USA
988	USA
989	Germany
990	USA
991	UK
992	USA
993	USA
994	USA
996	USA
997	USA
998	USA
999	USA
1000	USA
1001	USA
1002	USA
1003	USA
1004	USA
1005	USA
1006	USA
1007	USA
1008	USA
1009	USA
1010	USA
1011	USA
1012	USA
1013	USA
1014	USA
1015	USA
1016	USA
1017	USA
1018	USA
1019	USA
1020	USA
1021	USA
1022	USA
1023	USA
1024	USA
1025	USA
1026	USA
1027	USA
1028	USA
1029	USA
1030	USA
1031	USA
1032	USA
1033	USA
1034	USA
1035	USA
1036	USA
1037	UK
1038	France
1039	USA
1040	UK
1041	France
1042	USA
1043	USA
1044	USA
1045	USA
1046	UK
1047	USA
1049	USA
1050	USA
1051	USA
1053	USA
1054	USA
1055	USA
1056	UK
1057	USA
1058	Cuba
1059	USA
1060	USA
1061	USA
1062	USA
1063	USA
1064	USA
1066	USA
1067	USA
1068	USA
1069	USA
1070	USA
1071	Canada
1073	USA
1076	USA
1077	USA
1078	USA
1079	USA
1080	UK
1081	UK
1082	USA
1083	USA
1084	USA
1085	USA
1086	USA
1087	USA
1088	USA
1089	USA
1090	UK
1091	USA
1092	USA
